,German Apples (EUR),UK Apples (GBP),EURGBP
2015-04-28,89.96889411869927,106.31254746940087,0.8720774156009032
2015-04-29,89.00785665025444,102.63437338854168,0.874526539928369
2015-04-30,88.78349213547214,101.01238191343579,0.8761123780848505
2015-05-01,90.10637074207825,103.86878379375165,0.8774950523614818
2015-05-04,90.74621248007074,105.51047355229916,0.8776326301320613
2015-05-05,90.01571670155286,104.25690029353652,0.8776521549182441
2015-05-06,90.29565532299902,103.32185726267427,0.8758286967260677
2015-05-07,90.23518881174192,104.05992482084469,0.8777586087616608
2015-05-08,91.40324983769193,104.87989032738808,0.8789232360787026
2015-05-11,90.75782955879127,106.21351670486878,0.8802863714251934
2015-05-12,89.77140242413047,102.2845387100964,0.8788290730129374
2015-05-13,89.33027856010752,103.15292366501542,0.8728886769601217
2015-05-14,87.74541038098427,100.9635806997337,0.8759103417771676
2015-05-15,87.99991272749116,99.98963532124365,0.8745902928049826
2015-05-18,88.65315514013584,103.2425664718116,0.8722168303714439
2015-05-19,88.7802496371516,104.29903023201256,0.8741240550012133
2015-05-20,88.8878168966885,102.78448953068508,0.8730454193093851
2015-05-21,87.2609073575556,100.52459343374649,0.8759649397275833
2015-05-22,87.05981334420117,98.26243571937198,0.8776689330126498
2015-05-25,87.1357504596981,99.98405879762012,0.8795606259180282
2015-05-26,86.61999150746777,99.59341821834327,0.8757845716940923
2015-05-27,86.15072587364808,98.55595217980904,0.8791340621450643
2015-05-28,86.52467461609221,99.46770246288669,0.8798577657196948
2015-05-29,88.51268309162678,102.34556066434257,0.8788349860523851
2015-06-01,88.84790868158156,104.44255018597062,0.8792319850118219
2015-06-02,89.33312320476331,103.50919591755877,0.8743267546915012
2015-06-03,89.01739750870325,103.68258840889479,0.8754528561504261
2015-06-04,86.91328843583574,100.13391471106218,0.8726190457279046
2015-06-05,86.33666845309425,98.71594955737218,0.8689091513793371
2015-06-08,86.79895780531304,101.47969713616723,0.8647527217064709
2015-06-09,89.39407489866574,104.81581073501364,0.8677886846558664
2015-06-10,89.19692097181469,107.26099773489793,0.8660704365583217
2015-06-11,89.4527039183212,104.05027895885684,0.8702643612402944
2015-06-12,89.7404881989354,105.11114483519779,0.868796927777652
2015-06-15,87.64551658437273,102.65939587471088,0.8641373628236317
2015-06-16,88.91546062437112,101.81982641427699,0.8611037697190999
2015-06-17,89.73544919060845,106.04681237521085,0.8644620969103698
2015-06-18,90.5084137685571,107.03041196468074,0.8640377216019767
2015-06-19,89.96875076305852,106.60117395745132,0.8625468656834486
2015-06-22,91.32100262241072,105.89129673456893,0.8629817075340173
2015-06-23,89.94422441980568,106.64786955286205,0.8643467000766333
2015-06-24,90.71704142679135,103.7053061496084,0.8673941065626719
2015-06-25,93.63043294009162,109.22678947419713,0.8713604977696698
2015-06-26,92.27877133315458,110.80729470002022,0.8703736620229877
2015-06-29,91.41508287952793,104.84414565322727,0.8667459902769443
2015-06-30,91.85010481796584,106.1612865876372,0.8656179678401786
2015-07-01,91.39530180597508,106.61335774335029,0.8663278980721905
2015-07-02,89.19554897727282,103.97635565461621,0.8637020992344637
2015-07-03,89.12465276489965,102.13320097613337,0.8611021812423636
2015-07-06,88.05035682056297,102.99064841231822,0.8620351135690002
2015-07-07,88.81486041414652,102.89441852634097,0.8619030249950662
2015-07-08,87.60785243014607,103.75192413544386,0.8619920648881113
2015-07-09,88.52266407928944,102.42911980556059,0.85993519298131
2015-07-10,87.80146860948604,103.93703009083703,0.8593113695188035
2015-07-13,87.11391824138578,102.58452274718866,0.856813499385115
2015-07-14,87.4573882507798,101.94403258737749,0.8592192568503294
2015-07-15,85.35021301143492,100.53725331681636,0.8620255106514255
2015-07-16,85.8182898379819,99.17874297164717,0.8570274254366593
2015-07-17,87.28209917028326,105.04171201889564,0.8545219892905612
2015-07-20,85.47482933445569,103.00640029351206,0.8505035719478358
2015-07-21,86.0529500349644,100.58498360014505,0.8487640467817752
2015-07-22,86.51208255690577,103.59996932887533,0.8485410167373294
2015-07-23,87.8178408196995,105.53240712401214,0.8446754498281691
2015-07-24,86.08485900895684,104.71894315146595,0.84222641965555
2015-07-27,84.65872808017347,99.65758254291087,0.8395673642144209
2015-07-28,84.78779205324236,100.40679001032461,0.840115638530673
2015-07-29,85.04754236647699,102.07878604732998,0.8402991516985959
2015-07-30,85.25296976962433,103.50030048628791,0.8383911031376904
2015-07-31,85.79846524198346,103.73909440324744,0.8388581611916223
2015-08-03,85.08211149662381,103.5900191008687,0.8374149905911423
2015-08-04,85.50254655815571,102.37295492652513,0.8366987769983889
2015-08-05,86.0126033934314,103.84125176191074,0.8411205578122963
2015-08-06,85.82590848294745,103.49959323213032,0.8446793228198725
2015-08-07,87.78354472215993,104.92611219961063,0.8412288668910726
2015-08-10,88.05129466994404,107.86961162530146,0.8434302193252599
2015-08-11,86.81030175412053,103.88179588055728,0.8455884960285843
2015-08-12,87.3139142418881,103.0557544220833,0.8425357887471395
2015-08-13,86.6552341314562,103.68493029527727,0.8447114144979896
2015-08-14,87.44424438740536,103.85203177856933,0.8488131485631162
2015-08-17,88.5756155258515,106.64050629012455,0.8458173129483088
2015-08-18,87.53792711171893,106.7325031794633,0.8433765458625734
2015-08-19,88.81113490863284,105.26398684551819,0.8460841850978923
2015-08-20,89.23340030203785,107.67549512725891,0.8468080063772351
2015-08-21,89.98392280561383,107.4028406785886,0.8482801790763046
2015-08-24,92.64856018609139,112.11017407530056,0.8491906643238452
2015-08-25,92.11748871919941,113.38684872787476,0.8502363016206217
2015-08-26,91.2607081968295,108.3316910860346,0.8466914294210311
2015-08-27,90.43286579952574,106.71945482385823,0.8494890566936344
2015-08-28,89.05293582661271,104.45223828167437,0.852624228551853
2015-08-31,89.1046880050311,104.28345004047381,0.8520084190135851
2015-09-01,89.19513206218504,105.6993940256473,0.8518917533777263
2015-09-02,89.7424270841368,106.4574840023015,0.8477933655476148
2015-09-03,90.41161938232526,107.85972948529918,0.8491676917803695
2015-09-04,90.62755450864775,108.5188879086785,0.8506991112103068
2015-09-07,92.62821916367534,109.95423710590819,0.8505324897881348
2015-09-08,92.57437983222334,112.02691496950627,0.8535498884394119
2015-09-09,95.88164760537303,113.17332418046671,0.8526522177410046
2015-09-10,96.57388993432502,118.0208351495997,0.8541698736289455
2015-09-11,95.36707332549166,114.30502848420437,0.8514309873375935
2015-09-14,94.52973154625059,110.88984292954366,0.85136782856924
2015-09-15,94.90054659694238,111.7099571981597,0.8509004161121232
2015-09-16,94.32887348289205,112.70305181933222,0.8515044746686866
2015-09-17,95.38470958012789,112.81196728052716,0.8505139847769213
2015-09-18,95.71859738577622,115.56240975322126,0.8501618600584679
2015-09-21,95.34885421706454,113.26342564611448,0.8523766946471423
2015-09-22,93.91277949677553,110.92052858071008,0.8512049049343012
2015-09-23,92.00103732406431,107.71374743827734,0.8469084815699308
2015-09-24,91.46473126601406,106.22546029660259,0.8515883987491282
2015-09-25,92.53143341331247,109.04712030395615,0.8553018789331692
2015-09-28,93.06347159980965,112.16789874663856,0.851827666063619
2015-09-29,91.77006657844727,109.62431167102628,0.8536801669594609
2015-09-30,91.91888822689674,106.89519079933913,0.8523288190845032
2015-10-01,92.31221804885486,109.93726348995051,0.8530364660996221
2015-10-02,91.44040755046818,108.09663120564073,0.8538273575246293
2015-10-05,91.98928773340899,108.26380470862688,0.8531971964891132
2015-10-06,92.0970606864078,109.91480506229057,0.851093566069902
2015-10-07,90.6499164397176,108.28177719470357,0.8492444493138959
2015-10-08,90.77874397671154,106.22996435689019,0.8467972889614769
2015-10-09,91.01079226320903,109.49972508718488,0.8445815892363984
2015-10-12,92.45864778744797,110.45089366707238,0.8444029016661279
2015-10-13,93.86882184015971,114.15256804182451,0.8425013969058682
2015-10-14,92.42518435388236,111.98518377230381,0.8443132561865392
2015-10-15,91.30617850988688,106.54865388995032,0.8482776226650746
2015-10-16,92.31239315164703,108.8959331022903,0.846729237735113
2015-10-19,92.77399274997856,112.51939634424234,0.8473679574942996
2015-10-20,93.66305663954915,113.03604237603656,0.8487026461959571
2015-10-21,98.31349945296638,117.99529131281056,0.8499653231213329
2015-10-22,98.83753573545832,123.69459169071976,0.8501686902665558
2015-10-23,100.45302535545574,119.77147540572713,0.8521597580258629
2015-10-26,101.80298402685817,122.61088451847422,0.8534551223270836
2015-10-27,102.76144312021754,123.55693208984164,0.850134599999678
2015-10-28,102.3843513538858,122.49211319638043,0.8524651036378128
2015-10-29,103.35982284277134,121.83515095100493,0.8548508229381167
2015-10-30,103.13532808551199,123.04872701087407,0.8527981229514663
2015-11-02,103.21643529881135,121.89690506387001,0.8529000324034139
2015-11-03,102.82509772115294,121.54489432958795,0.8547376923893859
2015-11-04,102.97155638254286,121.57633410671154,0.8541743695747991
2015-11-05,106.35969352212999,125.02161139731183,0.8570659892825763
2015-11-06,104.0605110995689,125.65531049258638,0.8634710878189691
2015-11-09,104.97695531664425,121.10497503654845,0.8613361024707792
2015-11-10,102.77129551652801,122.51746540735009,0.8575975294511374
2015-11-11,102.14007155607312,118.12643577923858,0.8584185904443109
2015-11-12,102.52620145267062,119.59415117358783,0.8603717441045574
2015-11-13,102.68142713759498,121.17105164817309,0.8597463429721377
2015-11-16,101.14489314453797,118.81607945130528,0.8636907155014023
2015-11-17,100.74556865201878,117.10121715769367,0.8600568782707173
2015-11-18,101.62209212952068,117.85750393881146,0.8619359923591718
2015-11-19,100.31888865894499,118.30097074161735,0.8602927436240639
2015-11-20,100.58103244202995,116.40818955741601,0.8649643240912279
2015-11-23,100.31172200940111,116.59485203685183,0.8704097656088449
2015-11-24,99.64401061468486,115.35066253424054,0.8683104868479639
2015-11-25,102.47011323136132,118.10456485891793,0.8668087915654255
2015-11-26,103.60798484049981,123.55232630327853,0.8691588105770728
2015-11-27,100.75064887947586,117.98772481368488,0.8680996503197105
2015-11-30,101.00242665424526,115.03062707569819,0.867975493263597
2015-12-01,99.73803364305724,116.32990600777926,0.868044904574294
2015-12-02,101.04196433890326,116.76059902489561,0.8628121915198576
2015-12-03,100.20569961525095,119.0507992380367,0.8627745868396058
2015-12-04,100.22131070278098,116.95292864603384,0.8609022967463354
2015-12-07,100.86549245611262,118.87668086839832,0.859566189019195
2015-12-08,102.10905981377115,120.58209907876757,0.8634835474001151
2015-12-09,101.0900818052502,119.9198887034426,0.8600729569397306
2015-12-10,100.5785907074567,116.5133654291226,0.8622787332919036
2015-12-11,100.02618926342478,116.94964554121364,0.861521424283691
2015-12-14,98.8713565099524,115.19415170684911,0.860762618960378
2015-12-15,100.82306271436708,116.63101937005115,0.8629081030986266
2015-12-16,101.37405409670215,121.00045168912007,0.8638328253591784
2015-12-17,100.127891452211,117.7837639547685,0.8653867552675163
2015-12-18,101.21477363997978,115.65305906593537,0.868029775777542
2015-12-21,103.88432297939913,122.54301590894487,0.8671244389158962
2015-12-22,105.1138401909659,125.74943128800518,0.8654539181730739
2015-12-23,102.9514018518321,122.21763609973924,0.8625009301121863
2015-12-24,102.42440657119307,118.0364049266059,0.8602615135068713
2015-12-25,103.58684821363946,120.43993126815158,0.8682895160054005
2015-12-28,103.0865410448229,121.27306638917473,0.8717002153065581
2015-12-29,103.45163805020486,120.25859033821955,0.8679985904528906
2015-12-30,104.70817287958548,123.28383472635518,0.8643905911306431
2015-12-31,103.08341465721686,121.80089923572687,0.865703503434343
2016-01-01,103.22745902290718,118.33229681875636,0.8671970225222759
2016-01-04,99.31085422799177,115.95130911341296,0.8686975481454332
2016-01-05,98.15998098247948,110.1588147525446,0.8680002333987513
2016-01-06,97.54600122361765,112.15051928489733,0.8676573162631293
2016-01-07,96.10382997004473,111.23952785888646,0.8685538291478032
2016-01-08,97.73981746410136,111.95848830266989,0.8687888373523619
2016-01-11,95.92191639831594,113.94651300642772,0.8627370585327884
2016-01-12,95.70518524463499,110.53038307818493,0.8621128346918159
2016-01-13,96.10763040128998,112.70507401823626,0.8598040226244739
2016-01-14,97.87729031192116,116.1653945445636,0.86027864854728
2016-01-15,95.83171860900353,112.97934536286888,0.8684057234260351
2016-01-18,97.44823370533739,110.6772760073021,0.8694114488993133
2016-01-19,97.47061547172845,115.29830101038256,0.868553306548291
2016-01-20,95.57549717343724,111.29457681975576,0.8710787301887571
2016-01-21,96.3746473578543,109.58513000320613,0.872404059246206
2016-01-22,96.6131099262818,112.78462755877912,0.8735591650142153
2016-01-25,96.2529355239046,110.9949240742363,0.8752304825140101
2016-01-26,96.00965889830216,109.31242467219795,0.8809181921081718
2016-01-27,94.59724101902218,108.74054582391315,0.8777859751635424
2016-01-28,94.81970147319714,106.93200290985602,0.8790964342293561
2016-01-29,95.70564597280067,110.4013536510334,0.8765351220854146
2016-02-01,97.12257051958812,112.97020133548044,0.8780701384322085
2016-02-02,95.32923041869559,111.3062790943582,0.8755330354369095
2016-02-03,98.78324258441351,112.5790711951936,0.8743828317415737
2016-02-04,96.29448863247411,115.85708634332876,0.8735705177926704
2016-02-05,96.33587280513163,107.74456788578885,0.8762595966477007
2016-02-08,96.85772577660872,111.0728401498629,0.8787981627057428
2016-02-09,96.56720291595809,111.25824729994056,0.8753568299565041
2016-02-10,95.76500368010404,109.92024320118844,0.8755083027141377
2016-02-11,95.43814345364788,109.74510212358481,0.873553756004086
2016-02-12,94.73156701218312,109.50464901236403,0.8700979145143567
2016-02-15,94.00054512782692,108.60673268297761,0.8695033714764266
2016-02-16,95.09502084520008,109.24332829202864,0.8686589466901176
2016-02-17,95.48235271224726,111.78708934005537,0.875323927146993
2016-02-18,94.28009060181341,108.95637100312257,0.8765184165195369
2016-02-19,95.50465147477362,109.19036664493494,0.8727233660962701
2016-02-22,95.29204191214103,111.933162072534,0.871172283886874
2016-02-23,95.65701803070401,109.9047566977435,0.8739794059433349
2016-02-24,96.64742137058342,111.01433241227463,0.8797473718529814
2016-02-25,95.79991676132184,112.06547310875479,0.8753636595483719
2016-02-26,95.11275689964157,109.61665169773698,0.870195766831125
2016-02-29,95.59519428856126,109.92257432372537,0.87533895813381
2016-03-01,96.12240823609751,111.49427155010238,0.8764138066149216
2016-03-02,96.02141483319002,111.6660511808843,0.8740202077113691
2016-03-03,95.68509248066724,109.72023184402063,0.8754932306194578
2016-03-04,97.01557557679989,112.39763726977522,0.868255125305468
2016-03-07,96.49708200579396,113.84311524823003,0.8682643565096985
2016-03-08,97.60618092753842,113.54202232672525,0.8691613368802489
2016-03-09,97.23318083778318,114.23655127071508,0.8716953062631927
2016-03-10,97.20205870878974,113.13438260156896,0.8689160118042165
2016-03-11,97.96851372162516,114.05196858546921,0.8691505544916899
2016-03-14,99.20239585037366,116.27901390973096,0.8666208312684315
2016-03-15,99.97487523740239,117.93672265100919,0.86731820696591
2016-03-16,101.73527780869404,119.80450196457335,0.8648757494206446
2016-03-17,101.68685920161437,120.62249973678816,0.8637647550684205
2016-03-18,102.99582762498972,120.57387043344083,0.8610597807907002
2016-03-21,102.31588651885714,121.20421296952273,0.8628275286793591
2016-03-22,102.94197943556209,119.95223543035796,0.8651636563109489
2016-03-23,102.68696558278789,119.87922737761328,0.8645245492318814
2016-03-24,102.76535606071326,120.1666150416364,0.8646286774241417
2016-03-25,103.48298094245277,121.12542106746926,0.8606926792344382
2016-03-28,102.15329884107766,120.27553802076416,0.8598806609701546
2016-03-29,104.88153672826192,122.0218511105274,0.8597446990663232
2016-03-30,103.5442671438942,124.1010943154692,0.8668710252874332
2016-03-31,102.05393034230464,118.23621021182946,0.8638402354481058
2016-04-01,103.58557437708433,119.073682713017,0.8678332291198004
2016-04-04,104.89136738023895,124.25890090123188,0.8705623427851341
2016-04-05,106.03156683134044,124.60073530958199,0.8713321918278273
2016-04-06,106.52543570080788,123.99198550940639,0.8761720093084273
2016-04-07,106.80508666905442,123.60121540493107,0.8771995042495538
2016-04-08,105.21483262255926,121.72968288870166,0.8782753787171079
2016-04-11,105.51473243353124,119.19859653532943,0.8781284429529613
2016-04-12,104.82694290898513,120.14520630311614,0.8815191738992372
2016-04-13,105.48995991822896,119.4858735181764,0.8845688105095848
2016-04-14,105.3297149425875,120.40455514433144,0.8828273088811022
2016-04-15,104.09035748488537,119.40528776429063,0.8791665621256439
2016-04-18,103.42638043958864,116.76331041644193,0.8786046651601439
2016-04-19,104.4132908437423,119.53563036800689,0.8763934699259841
2016-04-20,103.4652181048625,120.69092309550823,0.8762181355041763
2016-04-21,102.14325920786244,116.01886041859942,0.8796399155354054
2016-04-22,102.48583556346233,116.92615274326788,0.8783738251767814
2016-04-25,103.02894574186735,118.3016243072256,0.878255357250372
2016-04-26,102.33140582222732,118.70400683968515,0.8784158769807212
2016-04-27,102.10436768340757,116.51965695918673,0.8807664123580238
2016-04-28,102.57878688224947,117.53853165445601,0.8745552009887055
2016-04-29,100.03958620972121,117.29040947088973,0.8728855862091686
2016-05-02,98.12141214613001,110.6512508844596,0.8734666683785471
2016-05-03,97.06919854256198,109.4076399041126,0.8767745270285975
2016-05-04,96.95863628302736,110.21329759708603,0.8754171507721978
2016-05-05,96.54158136734404,111.8808549304517,0.8702581841692153
2016-05-06,99.14960391673895,114.3187346285055,0.8719585066153177
2016-05-09,100.39853477503151,119.7108629325475,0.8702152851215093
2016-05-10,100.24740470275137,118.14582201302308,0.8669606049816442
2016-05-11,100.60106729798709,117.48164423112047,0.8652573994624093
2016-05-12,100.07838041411028,117.15407715444707,0.8647546577596293
2016-05-13,100.33380892681592,116.08492827889218,0.8631090696521563
2016-05-16,100.27276493788754,118.39872062338833,0.857133932738198
2016-05-17,100.7267405547208,117.39804351439676,0.8595591832612777
2016-05-18,99.64193391770768,117.27533364701195,0.8630176641432202
2016-05-19,100.14982533352843,115.34935223935607,0.8647904822655771
2016-05-20,101.84129677153672,120.02029446144837,0.8616971609377813
2016-05-23,101.48603776326655,121.52721850072625,0.8611504680846862
2016-05-24,101.5720250374402,118.34717416871541,0.8611327800529222
2016-05-25,102.43862718165236,120.39998860101372,0.86275843057362
2016-05-26,101.3867523991791,119.27653258112781,0.8645765144234053
2016-05-27,101.73859693754133,118.53806145861975,0.8625795514693354
2016-05-30,101.74713328782575,119.36266030239734,0.8628023515233059
2016-05-31,101.92362295604529,118.81643194048358,0.8640459392856289
2016-06-01,100.77394630900366,117.7108880854855,0.8680170411826859
2016-06-02,101.79078038143557,116.66887921907265,0.8699452983325432
2016-06-03,102.87527865743034,119.99292963473945,0.8721100579154322
2016-06-06,104.36765409648251,121.89191192183519,0.8723403507152576
2016-06-07,105.71836510837049,123.54315524790113,0.8762243688281444
2016-06-08,108.42197800202236,126.86788339201574,0.877355981684541
2016-06-09,107.04052688884272,125.86590655586448,0.8749796653162635
2016-06-10,107.77185919516205,122.19532924150717,0.8788558107264615
2016-06-13,108.17253592761321,125.03647789314952,0.8807898265154446
2016-06-14,110.96445974053061,127.84452860795032,0.8795615789293284
2016-06-15,110.17989227499321,130.39635318548116,0.8782342140627232
2016-06-16,109.36650967527004,124.63232933584919,0.8790549780300289
2016-06-17,109.01878255700464,123.97676615265912,0.8803383628547953
2016-06-20,105.85990087644879,121.14657964985841,0.8808855858850679
2016-06-21,105.3227645027589,117.11982478557034,0.8817497443633621
2016-06-22,104.53240681780565,118.29107852742871,0.8864836141968889
2016-06-23,104.57851005303557,117.99199524528417,0.8894805897424202
2016-06-24,104.77892262184173,118.65444718832245,0.8900148348905081
2016-06-27,107.83468484304389,121.91567342255681,0.8926575106916194
2016-06-28,109.21624331434131,127.27060927179107,0.889759174838809
2016-06-29,108.6470212537757,125.18673581967013,0.8908750557839594
2016-06-30,107.15064225743937,118.86795947037014,0.8959664497340797
2016-07-01,107.40777929524133,119.56029918901699,0.8953513291316645
2016-07-04,105.45088734851387,119.51230936594119,0.8929641119100719
2016-07-05,107.87450764053352,119.31815620840851,0.8911319467543787
2016-07-06,109.1273816185857,126.98198215536642,0.8880788049989315
2016-07-07,108.48516714661535,125.21291843337079,0.8858863912005791
2016-07-08,105.60982218751609,119.9992153126699,0.8848531729111334
2016-07-11,107.05261402406163,118.41438976452055,0.8809444802590269
2016-07-12,107.12862565074249,124.95116403942123,0.8809878177395536
2016-07-13,109.0238521094506,124.33278190988052,0.8834950632695635
2016-07-14,106.7280671880641,124.71775803520346,0.8809726144455436
2016-07-15,105.59032863651538,118.15650340824472,0.8851984307314552
2016-07-18,105.26031916998853,118.24547111667397,0.8866237230158139
2016-07-19,105.20306238952155,119.26952325657477,0.8895064007518296
2016-07-20,104.82495282925812,119.00685872600374,0.8876652657038804
2016-07-21,105.96431603561959,118.9663136406965,0.8900576361668121
2016-07-22,104.38932275312354,120.55192460982687,0.8870017469904214
2016-07-25,103.82845932180814,115.81786336465402,0.8894924044262865
2016-07-26,104.07783169642778,117.11839090485222,0.8899739663138135
2016-07-27,104.48736053067935,118.45533720195013,0.8915261669883792
2016-07-28,105.26057653278362,120.20683607529712,0.8882311503354785
2016-07-29,104.2178800827602,119.65088058948234,0.8857305711050469
2016-08-01,102.49361848382148,115.66987611991003,0.8873982799264576
2016-08-02,104.21280471275796,116.45863143577303,0.8847515624175653
2016-08-03,104.23576295254318,120.48054027070367,0.886043324018653
2016-08-04,103.33031101214578,118.23771011373687,0.8822361540394027
2016-08-05,105.72698692113615,120.31672345644749,0.8845961968821506
2016-08-08,105.76018100650518,123.92315489384782,0.8811687776125958
2016-08-09,107.80533288814344,123.72520343634699,0.8827029763769508
2016-08-10,108.34160318480401,126.03406566755561,0.8844441036123495
2016-08-11,111.77994476324507,128.23559716595796,0.8825052088734516
2016-08-12,114.39398324909577,134.55590416379187,0.8841245112669771
2016-08-15,114.25143874382529,133.22587177613764,0.8848500703234394
2016-08-16,116.17947803999799,132.74162528556897,0.8833495832488701
2016-08-17,117.29780391671699,137.20683080178316,0.8805479442428569
2016-08-18,119.15439794849185,138.7813853391835,0.8751214596323177
2016-08-19,117.55309764690529,137.9802761063719,0.8760857566506443
2016-08-22,118.66740004826681,135.01293933846893,0.8717784464093967
2016-08-23,119.77731537285963,139.62958461625973,0.8720402860222595
2016-08-24,117.10427043334406,136.49955300576488,0.8713169811810143
2016-08-25,115.77522126328343,130.88018157741877,0.8731828090660535
2016-08-26,112.06695830275824,127.9970075291448,0.8723524982173048
2016-08-29,112.2327875371669,126.0639142208363,0.8714477598025407
2016-08-30,113.65757341850691,131.07725219988046,0.8734589174460454
2016-08-31,115.66633987622023,135.13812806129957,0.8743811945548191
2016-09-01,115.97728758527913,136.30752150428552,0.8752523349740896
2016-09-02,118.38743569977116,135.68151364571986,0.8765469616973823
